Entrez ID	Symbol	Name	Gene Family	Type	RNA-Seq Correlation	RNA-Seq Correlation Self-Rank
3120	HLA-DQB2	major histocompatibility complex, class II, DQ beta 2	Histocompatibility complex, C1-set domain containing	best inferred	0.44	0.04
51481	VCX3A	variable charge, X-linked 3A	Variable charge X/Y family	not inferred		
3119	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	Histocompatibility complex, C1-set domain containing	best inferred	0.56	0.01
51480	VCX2	variable charge, X-linked 2	Variable charge X/Y family	inferred	0.28	0.09
3118	HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	Histocompatibility complex, C1-set domain containing	not inferred		
3117	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	Histocompatibility complex, C1-set domain containing	best inferred	0.60	0.01
3115	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	Histocompatibility complex, C1-set domain containing	best inferred	0.89	0.00
3113	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	Histocompatibility complex, C1-set domain containing	best inferred	0.92	0.00
5775	PTPN4	protein tyrosine phosphatase, non-receptor type 4	Protein tyrosine phosphatases, non-receptor type, PDZ domain containing, FERM domain containing	best inferred	0.73	0.00
5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	SH2 domain containing, Protein tyrosine phosphatases, non-receptor type	landmark		
4447	MSK9	antigen identified by monoclonal antibody K15		not inferred		
5778	PTPN7	protein tyrosine phosphatase, non-receptor type 7	Protein tyrosine phosphatases, non-receptor type	best inferred	0.69	0.00
4448	MSK10	antigen identified by monoclonal antibody AJ425		not inferred		
5790	PTPRCAP	protein tyrosine phosphatase, receptor type C associated protein		best inferred	0.65	0.01
5791	PTPRE	protein tyrosine phosphatase, receptor type E	Protein tyrosine phosphatases, receptor type	best inferred	0.79	0.00
5792	PTPRF	protein tyrosine phosphatase, receptor type F	Fibronectin type III domain containing, I-set domain containing, Protein tyrosine phosphatases, receptor type	landmark		
5793	PTPRG	protein tyrosine phosphatase, receptor type G	Fibronectin type III domain containing, Protein tyrosine phosphatases, receptor type	best inferred	0.85	0.00
5794	PTPRH	protein tyrosine phosphatase, receptor type H	Fibronectin type III domain containing, Protein tyrosine phosphatases, receptor type	best inferred	0.42	0.00
5795	PTPRJ	protein tyrosine phosphatase, receptor type J	CD molecules, Fibronectin type III domain containing, Protein tyrosine phosphatases, receptor type	inferred	0.32	0.10
5796	PTPRK	protein tyrosine phosphatase, receptor type K	Fibronectin type III domain containing, Immunoglobulin like domain containing, Protein tyrosine phosphatases, receptor type	landmark		
3134	HLA-F	major histocompatibility complex, class I, F	Histocompatibility complex, C1-set domain containing	best inferred	0.87	0.00
3133	HLA-E	major histocompatibility complex, class I, E	Histocompatibility complex, C1-set domain containing	best inferred	0.93	0.00
3131	HLF	HLF, PAR bZIP transcription factor	PAR bZIP family	best inferred	0.83	0.00
651959	LOC651959	FSHD region gene 2-like		not inferred		
51490	SPOUT1	SPOUT domain containing methyltransferase 1	SPOUT methyltranferase domain containing	best inferred	0.64	0.00
51491	NOP16	NOP16 nucleolar protein		best inferred	0.87	0.00
3128	HLA-DRB6	major histocompatibility complex, class II, DR beta 6 (pseudogene)		best inferred	0.58	0.01
51493	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase		best inferred	0.60	0.00
3127	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	Histocompatibility complex, C1-set domain containing	not inferred		
51496	CTDSPL2	CTD small phosphatase like 2	CTD family phosphatases	not inferred		
3126	HLA-DRB4	major histocompatibility complex, class II, DR beta 4		not inferred		
51495	HACD3	3-hydroxyacyl-CoA dehydratase 3		landmark		
3125	HLA-DRB3	major histocompatibility complex, class II, DR beta 3		not inferred		
445815	PALM2-AKAP2	PALM2-AKAP2 readthrough		not inferred		
51497	NELFCD	negative elongation factor complex member C/D		best inferred	0.62	0.00
5786	PTPRA	protein tyrosine phosphatase, receptor type A	Protein tyrosine phosphatases, receptor type	best inferred	0.85	0.00
5787	PTPRB	protein tyrosine phosphatase, receptor type B	Fibronectin type III domain containing, Protein tyrosine phosphatases, receptor type	best inferred	0.82	0.00
51499	TRIAP1	TP53 regulated inhibitor of apoptosis 1		best inferred	0.82	0.00
5788	PTPRC	protein tyrosine phosphatase, receptor type C	CD molecules, Fibronectin type III domain containing, Protein tyrosine phosphatases, receptor type	landmark		
5789	PTPRD	protein tyrosine phosphatase, receptor type D	Fibronectin type III domain containing, I-set domain containing, Protein tyrosine phosphatases, receptor type	best inferred	0.72	0.00
105371932	LOC105371932	uncharacterized LOC105371932		not inferred		
105371933	LOC105371933	uncharacterized LOC105371933		not inferred		
4473	MSK38	antigen identified by monoclonal antibody O5		not inferred		
3145	HMBS	hydroxymethylbilane synthase		best inferred	0.77	0.00
3142	HLX	H2.0 like homeobox	NKL subclass homeoboxes and pseudogenes	best inferred	0.80	0.00
3141	HLCS	holocarboxylase synthetase		best inferred	0.57	0.00
3140	MR1	major histocompatibility complex, class I-related	C1-set domain containing, Minor histocompatibility antigens	best inferred	0.81	0.00
3135	HLA-G	major histocompatibility complex, class I, G	Histocompatibility complex, C1-set domain containing	inferred	0.37	0.06
5797	PTPRM	protein tyrosine phosphatase, receptor type M	Fibronectin type III domain containing, I-set domain containing, Immunoglobulin like domain containing, Protein tyrosine phosphatases, receptor type	best inferred	0.84	0.00
4467	MSK32	antigen identified by monoclonal antibody K66		not inferred		
5798	PTPRN	protein tyrosine phosphatase, receptor type N	Protein tyrosine phosphatases, receptor type	best inferred	0.64	0.00
5799	PTPRN2	protein tyrosine phosphatase, receptor type N2	Protein tyrosine phosphatases, receptor type	best inferred	0.83	0.00
105371921	LOC105371921	uncharacterized LOC105371921		not inferred		
4481	MSR1	macrophage scavenger receptor 1	CD molecules, Scavenger receptors, Scavenger receptor cysteine rich domain containing	best inferred	0.72	0.00
4482	MSRA	methionine sulfoxide reductase A		landmark		
4485	MST1	macrophage stimulating 1		best inferred	0.60	0.00
4486	MST1R	macrophage stimulating 1 receptor	Receptor Tyrosine Kinases, CD molecules	best inferred	0.74	0.00
4487	MSX1	msh homeobox 1	NKL subclass homeoboxes and pseudogenes	best inferred	0.67	0.00
3156	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase		landmark		
3155	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase		best inferred	0.80	0.00
3151	HMGN2	high mobility group nucleosomal binding domain 2	Canonical high mobility group	best inferred	0.78	0.00
3150	HMGN1	high mobility group nucleosome binding domain 1	Canonical high mobility group	best inferred	0.80	0.00
3149	HMGB3	high mobility group box 3	Canonical high mobility group	best inferred	0.59	0.00
3148	HMGB2	high mobility group box 2	Canonical high mobility group	best inferred	0.85	0.00
3146	HMGB1	high mobility group box 1	Canonical high mobility group	best inferred	0.73	0.00
4477	MSMB	microseminoprotein beta		inferred	0.34	0.02
4478	MSN	moesin	FERM domain containing	best inferred	0.91	0.00
105371930	LOC105371930	uncharacterized LOC105371930		not inferred		
347365	ITIH6	inter-alpha-trypsin inhibitor heavy chain family member 6		not inferred		
4493	MT1E	metallothionein 1E	Metallothioneins	best inferred	0.51	0.01
4494	MT1F	metallothionein 1F	Metallothioneins	best inferred	0.61	0.00
4495	MT1G	metallothionein 1G	Metallothioneins	inferred	0.34	0.03
4496	MT1H	metallothionein 1H	Metallothioneins	inferred	0.15	0.19
647024	C6orf132	chromosome 6 open reading frame 132		not inferred		
3167	HMX2	H6 family homeobox 2	NKL subclass homeoboxes and pseudogenes	not inferred		
3166	HMX1	H6 family homeobox 1	NKL subclass homeoboxes and pseudogenes	inferred	-0.04	0.56
647020	LOC647020	uncharacterized LOC647020		not inferred		
3164	NR4A1	nuclear receptor subfamily 4 group A member 1	Nuclear hormone receptors	best inferred	0.85	0.00
3163	HMOX2	heme oxygenase 2		best inferred	0.77	0.00
3162	HMOX1	heme oxygenase 1		landmark		
3161	HMMR	hyaluronan mediated motility receptor	CD molecules	best inferred	0.74	0.00
100287036	LOC100287036	uncharacterized LOC100287036		not inferred		
4490	MT1B	metallothionein 1B	Metallothioneins	not inferred		
3159	HMGA1	high mobility group AT-hook 1	Canonical high mobility group	best inferred	0.81	0.00
3158	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2		inferred	0.35	0.03
3157	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1		landmark		
4488	MSX2	msh homeobox 2	NKL subclass homeoboxes and pseudogenes	inferred	0.17	0.22
101060825	LOC101060825	translation initiation factor IF-2-like		not inferred		
4489	MT1A	metallothionein 1A	Metallothioneins	not inferred		
3170	FOXA2	forkhead box A2	Forkhead boxes	best inferred	0.38	0.01
105371944	LOC105371944	uncharacterized LOC105371944		not inferred		
120939	TMEM52B	transmembrane protein 52B		not inferred		
3178	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	RNA binding motif containing	best inferred	0.80	0.00
3177	SLC29A2	solute carrier family 29 member 2	Solute carriers	best inferred	0.70	0.00
3176	HNMT	histamine N-methyltransferase	Seven-beta-strand methyltransferase motif containing	best inferred	0.74	0.00
3175	ONECUT1	one cut homeobox 1	CUT class homeoboxes and pseudogenes	inferred	0.17	0.15
3174	HNF4G	hepatocyte nuclear factor 4 gamma	Nuclear hormone receptors	inferred	-0.06	0.59
3172	HNF4A	hepatocyte nuclear factor 4 alpha	Nuclear hormone receptors	inferred	0.35	0.01
3171	FOXA3	forkhead box A3	Forkhead boxes	not inferred		
3169	FOXA1	forkhead box A1	Forkhead boxes	best inferred	0.44	0.01
4499	MT1M	metallothionein 1M	Metallothioneins	best inferred	0.74	0.00
120935	CCDC38	coiled-coil domain containing 38		not inferred		
3181	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	RNA binding motif containing	best inferred	0.83	0.00
347344	ZNF81	zinc finger protein 81	Zinc fingers C2H2-type, X-linked mental retardation	inferred	0.35	0.07
3189	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	RNA binding motif containing	best inferred	0.76	0.00
3188	HNRNPH2	heterogeneous nuclear ribonucleoprotein H2	RNA binding motif containing	inferred	0.00	0.53
647042	GOLGA6L10	golgin A6 family-like 10		not inferred		
3187	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1	RNA binding motif containing	best inferred	0.81	0.00
100289678	ZNF783	zinc finger family member 783	Zinc fingers C2H2-type	best inferred	0.58	0.00
3185	HNRNPF	heterogeneous nuclear ribonucleoprotein F	RNA binding motif containing	best inferred	0.82	0.00
3184	HNRNPD	heterogeneous nuclear ribonucleoprotein D	RNA binding motif containing	best inferred	0.81	0.00
3183	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	RNA binding motif containing	best inferred	0.78	0.00
3182	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B	RNA binding motif containing	best inferred	0.79	0.00
118611	C10orf90	chromosome 10 open reading frame 90		not inferred		
346007	EYS	eyes shut homolog (Drosophila)		not inferred		
3192	HNRNPU	heterogeneous nuclear ribonucleoprotein U		best inferred	0.72	0.00
3191	HNRNPL	heterogeneous nuclear ribonucleoprotein L	RNA binding motif containing	best inferred	0.53	0.01
3190	HNRNPK	heterogeneous nuclear ribonucleoprotein K		best inferred	0.68	0.00
3199	HOXA2	homeobox A2	HOXL subclass homeoboxes	best inferred	0.59	0.00
3198	HOXA1	homeobox A1	HOXL subclass homeoboxes	best inferred	0.73	0.00
100288336	LOC100288336	Putative uncharacterized protein ENSP00000383251		not inferred		
3196	TLX2	T-cell leukemia homeobox 2	NKL subclass homeoboxes and pseudogenes	inferred	0.24	0.10
3195	TLX1	T-cell leukemia homeobox 1	NKL subclass homeoboxes and pseudogenes	inferred	0.15	0.19
100288332	NPIPA5	nuclear pore complex interacting protein family member A5		not inferred		
105369669	LOC105369669	uncharacterized LOC105369669		not inferred		
105370641	LOC105370641	uncharacterized LOC105370641		not inferred		
347442	DCAF8L2	DDB1 and CUL4 associated factor 8 like 2	WD repeat domain containing	not inferred		
132851	SPATA4	spermatogenesis associated 4		not inferred		
64711	HS3ST6	heparan sulfate-glucosamine 3-sulfotransferase 6	Sulfotransferases, membrane bound	not inferred		
64710	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1		best inferred	0.57	0.00
64714	PDIA2	protein disulfide isomerase family A member 2	Protein disulfide isomerases	best inferred	0.60	0.00
374946	DRAXIN	dorsal inhibitory axon guidance protein		not inferred		
64708	COPS7B	COP9 signalosome subunit 7B	COP9 signalosome	best inferred	0.58	0.00
120863	DEPDC4	DEP domain containing 4		not inferred		
143501	C11orf40	chromosome 11 open reading frame 40		not inferred		
143502	OR52I2	olfactory receptor family 52 subfamily I member 2	Olfactory receptors, family 52	not inferred		
51400	PPME1	protein phosphatase methylesterase 1	Protein phosphatase 2 modulatory subunits	best inferred	0.86	0.00
143503	OR51E1	olfactory receptor family 51 subfamily E member 1	Olfactory receptors, family 51	not inferred		
51406	NOL7	nucleolar protein 7		not inferred		
51409	HEMK1	HemK methyltransferase family member 1	Seven-beta-strand methyltransferase motif containing	best inferred	0.80	0.00
132864	CPEB2	cytoplasmic polyadenylation element binding protein 2	RNA binding motif containing	not inferred		
100506084	ARL17B	ADP ribosylation factor like GTPase 17B	ARF GTPase family	not inferred		
64718	UNKL	unkempt family like zinc finger	Zinc fingers CCCH-type	best inferred	0.47	0.01
51412	ACTL6B	actin like 6B		best inferred	0.54	0.01
51411	BIN2	bridging integrator 2	N-BAR domain containing	best inferred	0.72	0.00
100144595	LOC100144595	uncharacterized LOC100144595		not inferred		
541578	CXorf40B	chromosome X open reading frame 40B		best inferred	0.60	0.00
131540	ZDHHC19	zinc finger DHHC-type containing 19	Zinc fingers DHHC-type	not inferred		
131544	CRYBG3	crystallin beta-gamma domain containing 3	Beta-gamma crystallin domain containing	best inferred	0.67	0.00
374969	SVBP	small vasohibin binding protein		not inferred		
100131244	ANKRD63	ankyrin repeat domain 63	Ankyrin repeat domain containing	not inferred		
100131242	LOC100131242	uncharacterized LOC100131242		not inferred		
51421	AMOTL2	angiomotin like 2		best inferred	0.82	0.00
51422	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2		landmark		
51427	ZNF107	zinc finger protein 107	Zinc fingers C2H2-type	best inferred	0.51	0.01
51426	POLK	DNA polymerase kappa	DNA polymerases	not inferred		
51429	SNX9	sorting nexin 9	Sorting nexins, PX-BAR domain containing	not inferred		
51428	DDX41	DEAD-box helicase 41	DEAD-box helicases	best inferred	0.74	0.00
347411	MPC1L	mitochondrial pyruvate carrier 1-like		not inferred		
541565	C8orf58	chromosome 8 open reading frame 58		not inferred		
132884	EVC2	EvC ciliary complex subunit 2		not inferred		
64744	SMAP2	small ArfGAP2	ArfGAPs	not inferred		
64743	WDR13	WD repeat domain 13	WD repeat domain containing	best inferred	0.68	0.00
64746	ACBD3	acyl-CoA binding domain containing 3	A-kinase anchoring proteins	landmark		
64745	METTL17	methyltransferase like 17	Methyltransferase like	best inferred	0.90	0.00
64748	PLPPR2	phospholipid phosphatase related 2	Phospholipid phosphatase related	best inferred	0.79	0.00
64747	MFSD1	major facilitator superfamily domain containing 1		best inferred	0.87	0.00
374955	SPATA21	spermatogenesis associated 21	EF-hand domain containing	not inferred		
51430	SUCO	SUN domain containing ossification factor		best inferred	0.63	0.00
51434	ANAPC7	anaphase promoting complex subunit 7	Anaphase promoting complex, Tetratricopeptide repeat domain containing	not inferred		
51433	ANAPC5	anaphase promoting complex subunit 5	Anaphase promoting complex	best inferred	0.72	0.00
51435	SCARA3	scavenger receptor class A member 3	Scavenger receptors	best inferred	0.81	0.00
348738	C2orf48	chromosome 2 open reading frame 48		not inferred		
51438	MAGEC2	MAGE family member C2	MAGE family	inferred	0.29	0.04
51439	FAM8A1	family with sequence similarity 8 member A1		best inferred	0.74	0.00
347404	LANCL3	LanC like 3		not inferred		
374986	MIGA1	mitoguardin 1		not inferred		
64750	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	C2 domain containing	best inferred	0.68	0.00
64753	CCDC136	coiled-coil domain containing 136		not inferred		
64755	C16orf58	chromosome 16 open reading frame 58		best inferred	0.63	0.00
